,pIC50,pred,residual,squared,leverage,standard
1252,5.886056648,5.910755205,-0.024698557,0.000610019,0.114436369,-0.101291635
18,6.148130399,6.173323813,-0.025193414,0.000634708,0.207774719,-0.103321102
568,5.283162277,5.308268337,-0.02510606,0.000630314,0.218850034,-0.10296285
670,5.30980392,5.33467294,-0.02486902,0.000618468,0.182388445,-0.101990723
988,5.886056648,6.371831758,-0.48577511,0.235977458,0.150650924,-1.992219831
1075,5.397940009,5.422537747,-0.024597738,0.000605049,0.225172348,-0.100878163
1426,6.397940009,6.423147215,-0.025207206,0.000635403,0.177721388,-0.103377661
1023,5.173925197,5.191095905,-0.017170708,0.000294833,0.286705264,-0.070419057
1103,8.397940009,7.834629366,0.563310643,0.317318881,0.208610055,2.310202006
189,7.688246139,7.663040234,0.025205905,0.000635338,0.165822544,0.103372328
273,8.853871964,8.828973432,0.024898532,0.000619937,0.167354846,0.102111755
1298,6.397940009,6.61555775,-0.217617741,0.047357481,0.146695318,-0.892475491
1155,5.30980392,5.334638393,-0.024834473,0.000616751,0.204964966,-0.101849041
2,6.359518563,6.383979944,-0.024461381,0.000598359,0.192789759,-0.100318949
836,5.657577319,5.682392978,-0.024815659,0.000615817,0.216313802,-0.101771886
1642,6.070581074,6.045433648,0.025147426,0.000632393,0.161870179,0.103132499
130,8.37675071,8.351975284,0.024775426,0.000613822,0.070402752,0.101606884
112,8.113509275,8.088605051,0.024904224,0.00062022,0.134106804,0.1021351
1690,6.586700236,6.220830152,0.365870084,0.133860918,0.172320103,1.500475471
917,5.657577319,5.678116787,-0.020539468,0.00042187,0.187180518,-0.084234731
439,6.069560405,6.044605207,0.024955198,0.000622762,0.188914894,0.102344149
1145,5.070581074,5.09568786,-0.025106786,0.000630351,0.182457373,-0.10296583
433,5.079876674,5.105085481,-0.025208807,0.000635484,0.165099924,-0.10338423
447,4.586700236,4.611926675,-0.025226439,0.000636373,0.219459879,-0.10345654
610,4.823908741,4.848461953,-0.024553212,0.00060286,0.169471776,-0.100695557
574,3.917933066,3.942587035,-0.024653969,0.000607818,0.2725997,-0.101108773
1457,6.397940009,6.423030727,-0.025090718,0.000629544,0.206159383,-0.102899933
850,5.008773924,5.033603215,-0.024829291,0.000616494,0.177075125,-0.101827788
721,5.30980392,5.334700326,-0.024896406,0.000619831,0.283271323,-0.102103034
279,7.847711656,7.872654077,-0.024942421,0.000622124,0.141279625,-0.102291751
96,7.761953897,7.786299595,-0.024345698,0.000592713,0.177162998,-0.099844519
773,5.886056648,5.86094956,0.025107088,0.000630366,0.195483358,0.102967066
1198,5.173925197,5.198865209,-0.024940012,0.000622004,0.284020115,-0.10228187
993,6.397940009,6.422517585,-0.024577576,0.000604057,0.171846575,-0.100795476
382,4.853871964,4.878705765,-0.024833801,0.000616718,0.173434212,-0.101846287
226,7.777283529,7.326234157,0.451049372,0.203445536,0.440374546,1.849805568
1333,6.397940009,6.372792342,0.025147667,0.000632405,0.174386934,0.103133485
64,8.107905397,8.132763076,-0.024857679,0.000617904,0.127063174,-0.101944214
320,8.408935393,8.383876732,0.025058661,0.000627936,0.213443416,0.102768462
859,4.739928612,4.894951487,-0.155022875,0.024032092,0.183816197,-0.635766713
287,8.031517051,8.05619972,-0.024682669,0.000609234,0.190319658,-0.101226477
457,4.518557371,4.514900341,0.00365703,1.34E-05,0.197204802,0.014997901
1566,5.388276692,5.413478509,-0.025201817,0.000635132,0.183082779,-0.103355564
177,8.251811973,8.251665266,0.000146707,2.15E-08,0.19938409,0.000601662
1376,7.397940009,7.373038219,0.02490179,0.000620099,0.140571023,0.102125115
484,4.879426069,4.904219258,-0.024793189,0.000614702,0.567079616,-0.10167973
1405,7.397940009,7.372910175,0.025029834,0.000626493,0.182804885,0.10265024
1650,5.576754126,5.601765617,-0.025011491,0.000625575,0.15582868,-0.102575014
1639,8.397940009,8.097261639,0.30067837,0.090407482,0.188411524,1.233116722
1334,6.397940009,6.423045806,-0.025105797,0.000630301,0.201259274,-0.102961774
1577,5.109020403,5.13383369,-0.024813287,0.000615699,0.17219912,-0.101762155
1681,5.397940009,5.373204156,0.024735853,0.000611862,0.222123691,0.101444589
1091,8.397940009,8.372858609,0.0250814,0.000629077,0.172682742,0.102861719
861,5.638272164,5.613269913,0.025002251,0.000625113,0.182614267,0.102537118
26,6.343901798,6.318857598,0.0250442,0.000627212,0.205687627,0.102709157
1522,6.657577319,6.632722014,0.024855305,0.000617786,0.193874267,0.101934478
638,5.657577319,5.682470625,-0.024893306,0.000619677,0.154332551,-0.102090325
785,5.026872146,5.052021232,-0.025149086,0.000632477,0.195372393,-0.103139307
497,6.27572413,6.300325439,-0.024601309,0.000605224,0.184168518,-0.100892808
918,5.397940009,5.422980597,-0.025040588,0.000627031,0.172744796,-0.102694342
635,5.30980392,5.334331263,-0.024527343,0.000601591,0.206010801,-0.100589465
1527,5.162411562,5.186887634,-0.024476072,0.000599078,0.201012954,-0.1003792
713,5.886056648,5.861081835,0.024974813,0.000623741,0.180525553,0.102424592
538,4.521433504,4.546279952,-0.024846448,0.000617346,0.140159975,-0.101898151
957,5.236572006,5.211728492,0.024843514,0.0006172,0.189346848,0.101886122
417,5.27572413,5.299319404,-0.023595274,0.000556737,0.141558147,-0.096766943
1635,5.039529222,5.064151338,-0.024622116,0.000606249,0.169295864,-0.100978142
1071,5.026872146,5.051236897,-0.024364751,0.000593641,0.257197899,-0.099922656
910,5.119186408,5.144224347,-0.025037939,0.000626898,0.20376566,-0.102683481
1183,6.397940009,6.422897162,-0.024957153,0.00062286,0.174790673,-0.102352169
546,6.93930216,6.914626161,0.024675999,0.000608905,0.224807108,0.101199123
275,9.301029996,9.276646763,0.024383233,0.000594542,0.162818445,0.099998456
1556,5.657577319,5.632716142,0.024861177,0.000618078,0.184556021,0.101958557
203,7.15739076,7.182583098,-0.025192338,0.000634654,0.207995937,-0.103316688
1133,5.508638306,5.483979907,0.024658399,0.000608037,0.22494036,0.101126941
1098,5.173925197,5.198751934,-0.024826737,0.000616367,0.258983934,-0.101817315
1464,5.886056648,6.167374922,-0.281318274,0.079139972,0.129183035,-1.153718734
1188,5.119186408,5.094211316,0.024975092,0.000623755,0.283751621,0.102425738
1466,5.657577319,5.682459102,-0.024881783,0.000619103,0.160768357,-0.102043066
1529,5.342944147,5.367981692,-0.025037545,0.000626879,0.176102254,-0.102681862
938,5.236572006,5.244700893,-0.008128887,6.61E-05,0.178425631,-0.033337504
573,4.728158393,4.752772248,-0.024613855,0.000605842,0.306736446,-0.100944263
479,4,4.02473244,-0.02473244,0.000611694,0.382590057,-0.101430594
9,6.316952962,6.296824209,0.020128753,0.000405167,0.224996215,0.082550341
487,5.270025714,5.245113228,0.024912486,0.000620632,0.197327456,0.102168982
221,7.110698297,7.135249624,-0.024551327,0.000602768,0.198174135,-0.100687829
152,7.607303047,7.582753272,0.024549775,0.000602691,0.183555906,0.100681464
306,7.714442691,7.729004592,-0.014561901,0.000212049,0.140618352,-0.059720036
1420,7.397940009,7.373209596,0.024730413,0.000611593,0.19708822,0.101422279
540,4.841637508,4.866396829,-0.024759321,0.000613024,0.132707546,-0.101540836
403,4.512013669,4.536658054,-0.024644385,0.000607346,0.167932693,-0.101069468
564,5.634512015,5.609693258,0.024818757,0.000615971,0.219704851,0.101784591
75,8.259637311,8.234650241,0.02498707,0.000624354,0.115469384,0.10247486
1181,5.886056648,5.910589329,-0.024532681,0.000601852,0.194364699,-0.100611359
1137,5.070581074,5.095373103,-0.024792029,0.000614645,0.292456666,-0.101674974
1123,5.30980392,5.334850682,-0.025046762,0.00062734,0.240350925,-0.102719666
1214,5.886056648,5.910704104,-0.024647456,0.000607497,0.208479356,-0.101082062
1325,7.397940009,7.373257382,0.024682627,0.000609232,0.167759518,0.101226303
144,8.055517328,8.05769324,-0.002175912,4.73E-06,0.147139656,-0.008923667
575,4.433562508,4.458632396,-0.025069888,0.000628499,0.29005612,-0.102814506
1132,5.657577319,5.682418097,-0.024840778,0.000617064,0.246067474,-0.101874901
777,5.236572006,5.261601409,-0.025029403,0.000626471,0.176232813,-0.102648474
1585,6.119186408,6.143970947,-0.024784539,0.000614273,0.150901666,-0.101644258
1078,5.026872146,5.051751168,-0.024879022,0.000618966,0.261969882,-0.102031742
631,5.173925197,5.198784391,-0.024859194,0.00061798,0.222089359,-0.101950426
1161,5.119186408,5.143791219,-0.024604811,0.000605397,0.243070889,-0.100907173
456,4.551912333,4.576632792,-0.024720459,0.000611101,0.150562068,-0.101381457
1345,7.397940009,7.372923201,0.025016808,0.000625841,0.141543478,0.102596821
376,4.124938737,4.149319214,-0.024380477,0.000594408,0.317516952,-0.099987152
901,5.173925197,5.199146319,-0.025221122,0.000636105,0.220704132,-0.103434733
312,8.795880017,8.770682124,0.025197893,0.000634934,0.138242915,0.10333947
1486,5.066006836,5.090627125,-0.024620289,0.000606159,0.20957278,-0.100970648
1209,8.397940009,8.320309887,0.077630122,0.006026436,0.182621924,0.318370097
526,6.229147988,6.204235735,0.024912253,0.00062062,0.170411146,0.102168028
1320,5.070581074,5.58900819,-0.518427116,0.268766674,0.14356592,-2.126129477
547,6.913640169,6.88877808,0.024862089,0.000618123,0.224268992,0.101962297
266,6.200659451,6.175695254,0.024964197,0.000623211,0.241332506,0.102381055
1315,7.397940009,7.373287919,0.02465209,0.000607726,0.239704898,0.101101069
427,5.245651664,5.237360271,0.008291393,6.87E-05,0.214474172,0.034003961
366,5.909389292,5.934391647,-0.025002355,0.000625118,0.155985561,-0.102537546
946,5.119186408,5.143851943,-0.024665535,0.000608389,0.24995757,-0.101156208
244,5.368556231,5.37203861,-0.003482379,1.21E-05,0.232508778,-0.014281639
1673,6.886056648,6.860861763,0.025194885,0.000634782,0.227281874,0.103327135
879,5.065501549,5.090517541,-0.025015992,0.0006258,0.179750662,-0.102593471
56,8.036212173,8.011404772,0.024807401,0.000615407,0.143198032,0.101738017
639,5.173925197,5.198256315,-0.024331118,0.000592003,0.150539952,-0.099784726
730,5.397940009,5.422520277,-0.024580268,0.00060419,0.306176651,-0.100806516
712,5.026872146,5.052045945,-0.025173799,0.00063372,0.241804231,-0.103240658
936,5.397940009,5.422811339,-0.02487133,0.000618583,0.167267871,-0.102000199
1215,6.397940009,6.37292518,0.025014829,0.000625742,0.165431433,0.102588704
285,8.468521083,8.443611662,0.024909421,0.000620479,0.141772493,0.102156413
1482,5.804100348,5.828981098,-0.02488075,0.000619052,0.162752604,-0.102038829
184,7.41453927,7.439359693,-0.024820423,0.000616053,0.110318496,-0.10179142
125,7.920818754,7.896420854,0.0243979,0.000595258,0.200680446,0.100058604
963,5.070581074,5.067432221,0.003148853,9.92E-06,0.131119491,0.012913808
853,4.179142011,4.204033441,-0.02489143,0.000619583,0.252002264,-0.102082629
7,5.970616222,5.995628239,-0.025012017,0.000625601,0.209305427,-0.102577172
463,4.906578315,4.881799851,0.024778464,0.000613972,0.221012269,0.101619344
942,5.070581074,5.046164785,0.024416289,0.000596155,0.189207955,0.10013402
788,5.236572006,5.261582531,-0.025010525,0.000625526,0.167657499,-0.102571051
1396,6.397940009,6.422839652,-0.024899643,0.000619992,0.187012534,-0.102116312
1410,7.397940009,7.423139234,-0.025199225,0.000635001,0.16650084,-0.103344934
496,6.468521083,6.443602111,0.024918972,0.000620955,0.219132849,0.102195581
1374,7.397940009,7.373112151,0.024827858,0.000616423,0.138040096,0.101821911
951,5.026872146,5.051513446,-0.0246413,0.000607194,0.216988757,-0.101056819
666,5.508638306,5.533277915,-0.024639609,0.00060711,0.152989879,-0.101049883
1151,5.173925197,5.149078209,0.024846988,0.000617373,0.19441214,0.101900369
844,4.269217724,4.43929393,-0.170076206,0.028925916,0.192720657,-0.697502163
1035,5.236572006,5.261604224,-0.025032218,0.000626612,0.194672687,-0.102660018
753,5.508638306,5.422446161,0.086192145,0.007429086,0.104020732,0.35348394
860,4.853871964,4.878699815,-0.024827851,0.000616422,0.163394215,-0.101821883
452,3.764471553,3.789140052,-0.024668499,0.000608535,0.176778327,-0.101168365
1348,5.886056648,5.911045473,-0.024988825,0.000624441,0.218446944,-0.102482056
1160,5.508638306,5.533488824,-0.024850518,0.000617548,0.22035951,-0.101914844
325,8.886056648,8.861003302,0.025053346,0.00062767,0.109842382,0.102746667
545,6.946921557,6.922145745,0.024775812,0.000613841,0.153165179,0.101608465
259,4.57024772,4.595433112,-0.025185392,0.000634304,0.260948978,-0.103288203
20,6.32330639,6.298343586,0.024962804,0.000623142,0.181488996,0.102375343
755,5.070581074,5.095334751,-0.024753677,0.000612745,0.226357959,-0.101517688
124,7.793174124,7.797000202,-0.003826078,1.46E-05,0.208098045,-0.015691186
676,5.397940009,5.372991139,0.02494887,0.000622446,0.182250587,0.102318196
866,5.356547324,5.381532193,-0.024984869,0.000624244,0.19874776,-0.102465832
127,8.004364805,7.979878092,0.024486713,0.000599599,0.231617094,0.100422837
717,5.397940009,5.372887006,0.025053003,0.000627653,0.176469542,0.102745258
1510,5.002613616,5.027507759,-0.024894143,0.000619718,0.209783736,-0.102093757
551,6.549750892,6.574886907,-0.025136015,0.000631819,0.228857715,-0.1030857
290,7.835647144,7.860701794,-0.02505465,0.000627735,0.217869434,-0.102752012
264,5.651695137,5.627107556,0.024587581,0.000604549,0.253400126,0.100836509
1492,5.607303047,5.632240107,-0.02493706,0.000621857,0.220269947,-0.102269762
1261,5.508638306,5.483634703,0.025003603,0.00062518,0.135866941,0.102542664
654,6.397940009,5.819134257,0.578805752,0.335016098,0.203886614,2.373749236
458,4.876148359,4.851330875,0.024817484,0.000615908,0.16887523,0.101779368
1682,5.00656377,5.031672468,-0.025108698,0.000630447,0.212294149,-0.102973672
1399,7.397940009,7.373317738,0.024622271,0.000606256,0.12966291,0.100978778
293,7.623423043,7.64843216,-0.025009117,0.000625456,0.165078823,-0.102565277
1080,5.397940009,5.372875418,0.025064591,0.000628234,0.237507809,0.10279278
1672,5.591760035,5.61687653,-0.025116495,0.000630838,0.226273721,-0.103005648
289,8.366531544,8.391708826,-0.025177282,0.000633896,0.099655726,-0.103254939
349,8.468521083,8.273161199,0.195359884,0.038165484,0.131252646,0.801193448
1046,5.886056648,5.911159732,-0.025103084,0.000630165,0.204601186,-0.102950648
973,5.30980392,5.334643887,-0.024839967,0.000617024,0.263183833,-0.101871574
1615,5.91721463,5.914185929,0.003028701,9.17E-06,0.166644506,0.012421052
817,5.508638306,5.533292861,-0.024654555,0.000607847,0.143960347,-0.101111179
1073,8.397940009,8.372863454,0.025076555,0.000628834,0.143155381,0.102841848
881,5.207608311,5.182832955,0.024775356,0.000613818,0.24225137,0.101606597
385,5.37161107,5.396135516,-0.024524446,0.000601448,0.279745804,-0.100577584
969,5.236572006,5.26157721,-0.025005204,0.00062526,0.172940071,-0.102549229
423,5.336299075,5.36124114,-0.024942065,0.000622107,0.210619191,-0.102290288
54,7.903089987,7.878174292,0.024915695,0.000620792,0.095498094,0.102182144
1477,5.886056648,5.911002615,-0.024945967,0.000622301,0.137481955,-0.102306292
29,6.801342913,6.826551441,-0.025208528,0.00063547,0.242140013,-0.103383084
1262,5.657577319,5.632777611,0.024799708,0.000615026,0.159386481,0.101706468
585,5.258848401,5.234072209,0.024776192,0.00061386,0.163008315,0.101610025
831,5.657577319,5.682492746,-0.024915427,0.000620779,0.180894192,-0.102181045
277,7.823908741,7.837300917,-0.013392176,0.00017935,0.117964896,-0.054922862
1459,7.397940009,7.373345123,0.024594886,0.000604908,0.190884578,0.100866468
530,4.910094889,4.935176943,-0.025082054,0.000629109,0.170505002,-0.102864402
626,4.550830268,4.575992519,-0.025162251,0.000633139,0.201055911,-0.103193299
1444,5.508638306,5.518704323,-0.010066017,0.000101325,0.175603382,-0.041281899
258,5.13667714,5.111600475,0.025076665,0.000628839,0.214424035,0.102842301
966,5.026872146,5.051885611,-0.025013465,0.000625673,0.185318276,-0.102583111
8,7.236572006,7.211731157,0.024840849,0.000617068,0.126971649,0.101875189
83,7.671620397,7.69650488,-0.024884483,0.000619237,0.171226082,-0.102054138
925,5.508638306,5.484138161,0.024500145,0.000600257,0.141912775,0.100477923
69,8.045757491,8.021396519,0.024360972,0.000593457,0.142306447,0.09990716
1295,7.397940009,7.37298777,0.024952239,0.000622614,0.134022401,0.102332012
588,5.387216143,5.362344847,0.024871296,0.000618581,0.151203907,0.102000059
609,4.832682665,4.807939104,0.024743561,0.000612244,0.128310959,0.1014762
437,5.169411331,5.194684255,-0.025272924,0.000638721,0.174529615,-0.103647179
1536,5.756961951,5.781980074,-0.025018123,0.000625906,0.171122694,-0.102602211
1167,5.886056648,5.86101893,0.025037718,0.000626887,0.215923341,0.102682572
104,7.974694135,7.999417619,-0.024723484,0.000611251,0.186145757,-0.101393864
420,5.262012674,5.287172757,-0.025160083,0.00063303,0.154872432,-0.103184407
493,5.051098239,5.026039175,0.025059064,0.000627957,0.180448271,0.102770116
599,5.037630664,5.062618092,-0.024987428,0.000624372,0.192337694,-0.102476327
577,4.723538196,4.748355488,-0.024817292,0.000615898,0.213323633,-0.101778579
265,4.498940738,4.523788895,-0.024848157,0.000617431,0.249693939,-0.101905161
169,8.187086643,8.212094443,-0.0250078,0.00062539,0.159375894,-0.102559877
16,6.419075024,6.394199031,0.024875993,0.000618815,0.236369141,0.102019322
241,5.121478204,5.146298274,-0.02482007,0.000616036,0.176572901,-0.101789973
406,4.20999648,4.185404221,0.024592259,0.000604779,0.113045668,0.100855695
669,5.119186408,5.135035537,-0.015849129,0.000251195,0.204879431,-0.064999109
1079,5.119186408,5.144363564,-0.025177156,0.000633889,0.232302859,-0.103254426
695,5.30980392,5.334767443,-0.024963523,0.000623177,0.176572055,-0.102378292
1619,5.521433504,5.546273006,-0.024839502,0.000617001,0.227565864,-0.101869668
586,4.866461092,4.891212143,-0.024751051,0.000612615,0.202142158,-0.10150692
1628,5.987162775,5.96207431,0.025088465,0.000629431,0.156596422,0.102890693
1378,6.397940009,6.37301658,0.024923429,0.000621177,0.177430726,0.102213861
44,7.389339837,7.41444535,-0.025105513,0.000630287,0.136654951,-0.102960609
657,5.30980392,5.292226499,0.017577421,0.000308966,0.186658743,0.072087033
42,7.886056648,7.861172391,0.024884257,0.000619226,0.093100161,0.10205321
1385,6.397940009,6.422748652,-0.024808643,0.000615469,0.187159037,-0.10174311
342,8.045757491,8.020970374,0.024787117,0.000614401,0.122959733,0.101654829
1528,5.987162775,6.011933462,-0.024770687,0.000613587,0.203809429,-0.10158745
1006,5.30980392,5.33476793,-0.02496401,0.000623202,0.204661479,-0.102380288
1227,5.657577319,5.632419787,0.025157532,0.000632901,0.214348361,0.103173944
606,5.061980903,5.086459378,-0.024478475,0.000599196,0.188018559,-0.100389055
483,4.571865206,4.596755794,-0.024890588,0.000619541,0.255899533,-0.102079175
1309,5.886056648,5.910727247,-0.024670599,0.000608638,0.160437606,-0.101176974
955,5.508638306,5.484246645,0.024391661,0.000594953,0.154091859,0.100033017
819,5.236572006,5.261247505,-0.024675499,0.00060888,0.213949967,-0.10119707
1516,5.104025268,5.128707967,-0.024682699,0.000609236,0.260669339,-0.101226597
964,5.236572006,5.248121941,-0.011549935,0.000133401,0.133576023,-0.047367619
28,6.472370099,6.447427809,0.02494229,0.000622118,0.260174177,0.102291212
1186,5.508638306,5.533715927,-0.025077621,0.000628887,0.223845384,-0.10284622
542,4.906578315,4.91480132,-0.008223005,6.76E-05,0.191756955,-0.033723495
1496,5.271646218,5.296553369,-0.024907151,0.000620366,0.25826536,-0.102147103
232,6.193820026,6.218856526,-0.0250365,0.000626826,0.260552295,-0.102677578
1034,5.657577319,5.682480147,-0.024902828,0.000620151,0.224875037,-0.102129375
1360,6.397940009,6.372709513,0.025230496,0.000636578,0.170398513,0.103473177
1540,5.236572006,5.261178681,-0.024606675,0.000605488,0.235457028,-0.100914818
1259,5.886056648,5.911158848,-0.0251022,0.00063012,0.18290075,-0.10294702
1208,5.886056648,5.91113789,-0.025081242,0.000629069,0.155156463,-0.102861071
1622,5.804100348,5.778833064,0.025267284,0.000638436,0.203690191,0.103624048
746,5.070581074,5.095339482,-0.024758408,0.000612979,0.238733021,-0.101537092
346,7.698970004,7.723867115,-0.024897111,0.000619866,0.164971785,-0.102105928
381,6.46470588,6.489419177,-0.024713297,0.000610747,0.216668541,-0.101352086
355,5.682772651,5.707713193,-0.024940542,0.000622031,0.190935046,-0.102284043
710,5.173925197,5.148959061,0.024966136,0.000623308,0.140079547,0.102389005
1599,5.756961951,5.781846028,-0.024884077,0.000619217,0.177079519,-0.102052472
1040,6.397940009,6.373133975,0.024806034,0.000615339,0.229733285,0.101732411
731,5.30980392,5.334596771,-0.024792851,0.000614685,0.163170549,-0.101678347
707,5.30980392,5.284783213,0.025020707,0.000626036,0.119321701,0.10261281
1513,5.00656377,5.031253596,-0.024689826,0.000609587,0.18645301,-0.101255827
1350,5.886056648,5.910528754,-0.024472106,0.000598884,0.204363524,-0.100362933
532,5.070581074,5.04572398,0.024857094,0.000617875,0.224574513,0.101941815
444,4.692503962,4.717214963,-0.024711001,0.000610634,0.162812143,-0.101342669
752,5.30980392,5.33442904,-0.02462512,0.000606397,0.250496453,-0.100990463
1245,5.397940009,5.478632408,-0.080692399,0.006511263,0.155108776,-0.330928847
840,4.838631998,4.863574022,-0.024942024,0.000622105,0.187939476,-0.102290121
1567,5.987162775,5.962140619,0.025022156,0.000626108,0.168777553,0.10261875
741,5.236572006,5.261228229,-0.024656223,0.000607929,0.188908081,-0.101118019
1286,7.397940009,6.903107264,0.494832745,0.244859445,0.207187611,2.029366235
1481,5.694648631,5.719112764,-0.024464133,0.000598494,0.231787918,-0.100330235
529,5.244887734,5.219891361,0.024996373,0.000624819,0.152719665,0.102513013
792,6.397940009,6.37327363,0.024666379,0.00060843,0.264521138,0.10115967
558,5.48945499,5.464453734,0.025001256,0.000625063,0.156865906,0.102533037
1116,5.236572006,5.261486074,-0.024914068,0.000620711,0.235630513,-0.102175471
1219,5.508638306,5.500888869,0.007749437,6.01E-05,0.195515947,0.031781335
136,8.055517328,7.993632608,0.06188472,0.003829719,0.117669579,0.253796385
1018,5.886056648,5.861325458,0.02473119,0.000611632,0.240213708,0.101425465
1175,5.508638306,5.533625081,-0.024986775,0.000624339,0.193269484,-0.102473651
373,4.677780705,4.702658483,-0.024877778,0.000618904,0.262101327,-0.102026639
229,6.958607315,6.933968155,0.02463916,0.000607088,0.287777428,0.101048042
583,4.321481621,4.346427584,-0.024945963,0.000622301,0.223392394,-0.102306274
225,7.537602002,6.91162948,0.625972522,0.391841599,0.285898682,2.56718561
405,4.240558803,4.215742216,0.024816587,0.000615863,0.180317359,0.101775691
727,5.30980392,5.334941331,-0.025137411,0.000631889,0.202621792,-0.103091427
85,7.735182177,7.76020009,-0.025017913,0.000625896,0.160270846,-0.102601349
876,5.15490196,5.18003752,-0.02513556,0.000631796,0.190139052,-0.103083835
1149,5.119186408,5.094289993,0.024896415,0.000619831,0.206649518,0.102103074
1052,5.173925197,5.19829353,-0.024368333,0.000593816,0.260354633,-0.099937347
1587,5.804100348,5.829098715,-0.024998367,0.000624918,0.200176517,-0.102521189
450,3.588380294,3.613163744,-0.02478345,0.000614219,0.177067526,-0.101639792
257,5.348721986,5.32429093,0.024431056,0.000596876,0.219683487,0.100194582
607,4.605548319,4.606457418,-0.000909099,8.26E-07,0.136845737,-0.003728322
1463,7.397940009,7.352963941,0.044976068,0.002022847,0.163372388,0.184452047
45,7.385102784,7.409893073,-0.024790289,0.000614558,0.156961687,-0.101667837
1130,6.397940009,6.372887988,0.025052021,0.000627604,0.258823456,0.102741233
921,5.173925197,5.199011711,-0.025086514,0.000629333,0.204015499,-0.102882691
940,5.397940009,5.373013142,0.024926867,0.000621349,0.153386658,0.10222796
567,5.007446482,5.032045125,-0.024598643,0.000605093,0.236658332,-0.100881874
734,5.236572006,5.211938633,0.024633373,0.000606803,0.164431992,0.101024306
1447,7.397940009,6.77280314,0.625136869,0.390796105,0.137246955,2.563758501
958,5.397940009,5.372950417,0.024989592,0.00062448,0.192725339,0.102485202
1593,5.018634491,5.071735726,-0.053101235,0.002819741,0.211043824,-0.217774297
509,5.014124643,5.039170469,-0.025045826,0.000627293,0.184495052,-0.102715823
1335,6.397940009,6.373412102,0.024527907,0.000601618,0.215943045,0.10059178
829,5.657577319,5.632842334,0.024734985,0.000611819,0.225917842,0.101441031
1665,5.591760035,5.616852406,-0.025092371,0.000629627,0.204873455,-0.102906713
1539,6.119186408,6.094505322,0.024681086,0.000609156,0.203217229,0.101219983
477,5.962573502,5.98773342,-0.025159918,0.000633021,0.24261803,-0.103183728
799,5.070581074,5.095385495,-0.024804421,0.000615259,0.295354047,-0.101725795
1118,5.119186408,5.143732749,-0.024546341,0.000602523,0.183322173,-0.10066738
1389,6.397940009,6.422965584,-0.025025575,0.000626279,0.181950772,-0.102632773
1512,5.243363892,5.267891924,-0.024528032,0.000601624,0.170061919,-0.100592292
1677,5.675717545,5.700815562,-0.025098017,0.00062991,0.221268614,-0.102929866
1107,5.119186408,5.206416388,-0.08722998,0.007609069,0.230831794,-0.357740221
1240,5.30980392,5.334773887,-0.024969967,0.000623499,0.14255131,-0.10240472
222,7.408935393,7.383868582,0.025066811,0.000628345,0.228542502,0.102801888
288,9,8.793607325,0.206392675,0.042597936,0.137973222,0.846440199
475,5.087246696,5.062327502,0.024919194,0.000620966,0.17076518,0.102196494
1652,5.438898616,5.414023386,0.02487523,0.000618777,0.149580993,0.102016189
1553,5.168130226,5.192888881,-0.024758655,0.000612991,0.234939175,-0.101538105
1565,5.508638306,5.533428877,-0.024790571,0.000614572,0.200088899,-0.101668995
1124,5.397940009,5.422837776,-0.024897767,0.000619899,0.168229752,-0.102108618
976,5.508638306,5.483812085,0.024826221,0.000616341,0.180618608,0.101815199
920,5.30980392,5.334727859,-0.024923939,0.000621203,0.141761806,-0.102215954
1088,5.173925197,5.198484132,-0.024558935,0.000603141,0.209600039,-0.100719028
1408,6.397940009,6.373021154,0.024918855,0.000620949,0.21522437,0.102195101
1621,8.397940009,8.372960278,0.024979731,0.000623987,0.171761432,0.10244476
554,6.36251027,6.387224651,-0.024714381,0.000610801,0.212272905,-0.101356533
641,5.173925197,5.199017038,-0.025091841,0.000629601,0.244214796,-0.102904539
135,8.045757491,8.020903851,0.02485364,0.000617703,0.116701072,0.101927647
413,4.71354353,4.738724998,-0.025181468,0.000634106,0.163713117,-0.103272107
324,8.585026652,8.476001278,0.109025374,0.011886532,0.191232395,0.447125651
986,5.119186408,5.144152114,-0.024965706,0.000623286,0.180949385,-0.102387242
1387,7.397940009,7.372685741,0.025254268,0.000637778,0.19486847,0.103570671
1172,5.119186408,5.094074921,0.025111487,0.000630587,0.217866595,0.102985107
1473,5.607303047,5.632213228,-0.024910181,0.000620517,0.198451976,-0.102159529
618,4.815308569,4.840046617,-0.024738048,0.000611971,0.181719029,-0.101453593
155,8.102372909,8.07787777,0.024495139,0.000600012,0.215484954,0.100457395
869,4.498940738,5.0863037,-0.587362962,0.344995249,0.200516494,-2.408843342
959,5.236572006,5.261486732,-0.024914726,0.000620744,0.180074994,-0.102178169
371,4.920818754,4.896051241,0.024767513,0.00061343,0.291266809,0.101574432
166,8.387216143,8.362419405,0.024796738,0.000614878,0.227432873,0.101694286
1238,6.397940009,6.372874255,0.025065754,0.000628292,0.191776155,0.102797554
908,5.236572006,5.212081231,0.024490775,0.000599798,0.20426425,0.100439497
15,6.621602099,6.596685077,0.024917022,0.000620858,0.181140114,0.102187587
1661,5.334419009,5.359284111,-0.024865102,0.000618273,0.221394927,-0.101974656
1273,5.236572006,5.26105328,-0.024481274,0.000599333,0.166363251,-0.100400531
1163,6.397940009,5.908788821,0.489151188,0.239268884,0.251598156,2.006065515
736,5.236572006,5.211361551,0.025210455,0.000635567,0.244249896,0.103390988
